	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
5098					1464	1
5099			0	30 август 1954	10938	1
5100					1263	1
5101				13 января 2017	101139	1
5102					88829	1
5103				1961		
5104						
5105					19989000	1
5106						
5107						
5108			0		29980	1
5109				10 мая 1981	24000	1
5110					16727	1
5111				1967	14000	1
5112						
5113					1661	1
5114	универсальная	opac.nekrasovka.ru/vmk/			230000	1
5115				1975		
5116				1953	9000	1
5117					4000	1
5118				1950	18000	1
5119				июле 1946	67000	1
5120					28886	1
5121						
5122					22650	1
5123					4930	1
5124				1972	6002	1
5125			1		51998	1
5126				1989	22947	1
5127						
5128			0			
5129					13983	1
5130				1935	40038	1
5131					35958	1
5132				1918		
5133	универсальная	opac.nekrasovka.ru/vmk/		2010	38059	1
5134	универсальная	opac.nekrasovka.ru/vmk/		1966	7062	1
5135					101139	1
5136				1910	35000	1
5137				1972		
5138				1957	4294	1
5139					4300	1
5140				1969		
5141				1966		
5142			0	1934	9035	1
5143			0		9800	1
5144						
5145						
5146	универсальная	opac.nekrasovka.ru/vmk/		1950	11782	1
5147	универсальная	opac.nekrasovka.ru/vmk/	0		11000	1
5148					25000	1
5149						
5150						
5151					3213	1
5152						
5153						
5154					36000	1
5155						
5156				1902	10000	1
5157						
5158				1970	8000	1
5159						
5160					2926	1
5161				1980		
5162				1962	9363	1
5163			0		15000	1
5164					1559	1
5165				1917	41948	1
5166						
5167				1935	242304	1
5168					8869	1
5169				21 ноября 1902	6615	1
5170			0	1919	7828	1
5171				1946		
5172					3000	1
5173					11700	1
5174			0		5800	1
5175					5456	1
5176					8000	1
5177			0	1903		
5178			0	1955	7000	1
5179					4901	1
5180					25000	1
5181					14000	1
5182				21 апреля 1967	30261	1
5183					7297	1
5184					5662	1
5185					7640	1
5186			0		17000	1
5187					14000	1
5188				1960	6878	1
5189	универсальная	opac.nekrasovka.ru/vmk/		июле 1988	14000	1
5190				2006	4333	1
5191				1971		
5192				1966		
5193				1945	17000	1
5194			0			
5195					18000	1
5196					26000	1
5197					34000	1
5198					2000	1
5199				17 сентября 1968		
5200				30 мая 1950	29000	1
5201				1979	33000	1
5202						
5203					25000	1
5204					11583	1
5205				1955	4584	1
5206					8272	1
5207					6690	1
5208					9821	1
5209					2522	1
5210					8282	1
5211					6593	1
5212					9534	1
5213					11619	1
5214					7264	1
5215					6000	1
5216					11443	1
5217			0		5994	1
5218					7989	1
5219			0	1938		
5220				1 январь 1915	9116	1
5221					11759	1
5222				августе 1956	18807	1
5223					19569	1
5224	универсальная	opac.nekrasovka.ru/vmk/			40000	1
5225				1966	5000	1
5226						
5227						
5228						
5229						
5230						
5231						
5232						
5233						
5234						
5235						
5236				28 октябрь 1939	52136	1
5237						
5238				15 октября 1978	34894	1
5239						
5240					31000	0
5241			0		7244	1
5242					35084	1
5243						
5244					31000	1
5245					8883	1
5246				12 ноябрь 1952	22000	1
5247						
5248				1950	9898	1
5249					18961	1
5250						
5251						
5252						
5253					5638	1
5254					14281	1
5255						
5256						
5257						
5258					2400	1
5259					6000	1
5260			0	1938	7585	0
5261				1930	6844	1
5262				1953	6662	1
5263			0	1946		
5264					7831	1
5265					12814	1
5266				2016	83	1
5267						
5268						
5269					12565	1
5270					22000	1
5271					3416	1
5272				1934	6710	1
5273					27654	1
5274					9638	0
5275				1956	7178	1
5276				1943	9387	1
5277				1950	9036	0
5278				1947	6000	1
5279				2003		
5280					7733	1
5281						
5282			0			
5283						
5284					54000	1
5285					8905	1
5286						
5287					10549	1
5288			0			
5289				1929	8000	1
5290					7517	1
5291						
5292						
5293				1976		
5294					6464	1
5295				августе 1950	1500	1
5296			0			
5297					9270	1
5298					7136	1
5299						
5300				1974	11278	1
5301				апреле 1968	31560	1
5302					9000	1
5303				2000		
5304					4950	1
5305				1 марта 1962	9500	1
5306					8667	1
5307						
5308			0			
5309						
5310			0	1954	11692	1
5311				1937	26811	1
5312						
5313			0	1946	154631	1
5314						
5315						
5316						
5317						
5318					4756	1
5319					450000	1
5320				1976	15000	0
5321					6000	1
5322				1976	73500	1
5323				1939		
5324				1947	7022	1
5325				28 октября 1962	15775	0
5326				15 октября 1965	16783	0
5327				1983	21782	0
5328				1940		
5329			0	1935		
5330				1968		
5331				1960	3778	1
5332					5821	1
5333			0	1920		
5334				1955	6792	1
5335						
5336						
5337						
5338				1984	39327	1
5339						
5340					9000	0
5341				2010		
5342				1953		
5343				1980	9429	1
5344			0	1953	6006	1
5345				1965	6000	1
5346	универсальная	opac.nekrasovka.ru/vmk/			7994	1
5347	универсальная	opac.nekrasovka.ru/vmk/				
5348	универсальная	opac.nekrasovka.ru/vmk/			3000	1
5349	универсальная	opac.nekrasovka.ru/vmk/	0			
5350	универсальная	opac.nekrasovka.ru/vmk/				
5351	универсальная	opac.nekrasovka.ru/vmk/				
5352	универсальная	opac.nekrasovka.ru/vmk/			22000	1
5353	универсальная	opac.nekrasovka.ru/vmk/		марте 1966		
5354	универсальная	opac.nekrasovka.ru/vmk/		1946	50000	1
5355	универсальная	opac.nekrasovka.ru/vmk/		1938	95744	1
5356	универсальная	opac.nekrasovka.ru/vmk/		1947		
5357	универсальная	opac.nekrasovka.ru/vmk/				
5358	универсальная	opac.nekrasovka.ru/vmk/		1965	24230	1
5359	универсальная	opac.nekrasovka.ru/vmk/			2800	1
5360	универсальная	opac.nekrasovka.ru/vmk/			30000	1
5361	универсальная	opac.nekrasovka.ru/vmk/			53000	1
5362	универсальная	opac.nekrasovka.ru/vmk/		1978	27000	1
5363	универсальная	opac.nekrasovka.ru/vmk/	0		4343	1
5364	универсальная	opac.nekrasovka.ru/vmk/		декабре 1954		
5365	универсальная	opac.nekrasovka.ru/vmk/		июне 1957		
5366	универсальная	opac.nekrasovka.ru/vmk/		1982	14000	1
5367	универсальная	opac.nekrasovka.ru/vmk/				
5368	универсальная	opac.nekrasovka.ru/vmk/	0			
5369	универсальная	opac.nekrasovka.ru/vmk/				
5370	универсальная	opac.nekrasovka.ru/vmk/	0			
5371	универсальная	opac.nekrasovka.ru/vmk/	0			
5372	универсальная	opac.nekrasovka.ru/vmk/		1920	14000	1
5373	универсальная	opac.nekrasovka.ru/vmk/		1951		
5374	универсальная	opac.nekrasovka.ru/vmk/		1950		
5375	универсальная	opac.nekrasovka.ru/vmk/		1925		
5376	универсальная	opac.nekrasovka.ru/vmk/				
5377	универсальная	opac.nekrasovka.ru/vmk/				
5378	универсальная	opac.nekrasovka.ru/vmk/			9000	1
5379	универсальная	opac.nekrasovka.ru/vmk/			9000	1
5380						
5381						
5382					7364	1
5383			0			
5384					46000	1
5385				1 сентября 1951	38000	1
5386					3513	1
5387				1955		
5388						
5389				12 ноября 1980		
5390			0	1904	6654	0
5391					7648	1
5392					18970	0
5393					27038	1
5394				1992	55000	1
5395						
5396				1938	9955	1
5397				1924		
5398				1921		
5399					7772	1
5400				1929	10149	0
5401				1969	35200	1
5402						
5403					3842	1
5404			0	декабре 1953	8000	1
5405				1967	8575	1
5406				1961		
5407				1970	8708	1
5408				1972		
5409				1969		
5410				1950		
5411				1 январь 2014	3843	1
5412				1968		
5413				1984		
5414					9000	1
5415			0	1922	10505	1
5416			0		8000	1
5417				1952	10289	1
5418					26214	1
5419				1984	5813	1
5420						
5421				1921	8089	0
5422					9650	1
5423				1963	9048	1
5424				1940	45000	1
5425					55000	1
5426					40000	1
5427					5350	1
5428					32232	1
5429					7866	1
5430					32265	1
5431				1954	10610	1
5432					8056	1
5433				1926	58400	1
5434			0		12000	1
5435			0	1921		
5436			0			
5437				1953	16000	1
5438					48126	1
5439						
5440						
5441				1968	4381	1
5442				1968		
5443				1978	38642	0
5444				1954	16828	1
5445						
5446				1962	20085	1
5447					33300	1
5448					8462	1
5449					33000	1
5450				1950		
5451				сентябре 1968		
5452			0	1925		
5453					8822	1
5454				августе 1951	25409	1
5455			0			
5456						
5457				октябре 1946	68000	1
5458			0	апреле 1944		
5459			0	1952		
5460				1955	17000	1
5461					2000	1
5462				1955	22000	1
5463						
5464						
5465						
5466					105000	1
5467			0			
5468			0		8715	1
5469					8092	1
5470					8026	1
5471					5640	1
5472				1 июля 1957		
5473				1967	7599	1
5474				июне 1947	9000	1
5475					16000	1
5476				26 мая 2017	20000000	0
5477						
5478						
5479				1974	6000	1
5480				1957	18000	1
5481				6 июня 1973	15000	1
5482					1760	1
5483				1951		
5484				10 май 1945		
5485	универсальная	opac.nekrasovka.ru/vmk/	0	1924		
5486				1952	200	1
5487	универсальная	opac.nekrasovka.ru/vmk/		20 июля 1956	18000	1
5488				1948	17000	1
5489					9522	1
5490				1987		
5491						
5492					6000	1
5493				1950	48000	1
5494				1919	47000	1
5495						
5496					32000	1
5497			0		25000	1
5498					165000	1
5499				15 апреля 1980	14000	1
5500	универсальная	opac.nekrasovka.ru/vmk/		1931		
5501					36000	1
5502				1955		
5503					26000	1
5504				1 января 1987		
5505	универсальная	opac.nekrasovka.ru/vmk/				
5506			0			
5507				1956	23000	1
5508					10433	1
5509				октябре 1946		
5510				1952	15000	1
5511				1954	28000	1
5512				1979	13992	0
5513				1967	439000	1
5514						
5515				1972		
5516						
5517				1938	20000	0
5518				1 сентября 1972		
5519				1947	452000	1
5520					14697	1
5521					18104	1
5522				1952	18000	1
5523				1987		
5524				1971	5000	1
5525					3700	1
5526					8686	1
5527						
5528					4787	1
5529				15 июня 1944	50000	1
5530					11823	1
5531					8234	1
5532					10287	1
5533					7565	1
5534				1947	58000	1
5535				1947	60000	1
5536				1966		
5537				1980	6020	1
5538					36500	1
5539					7843	1
5540						
5541	универсальная	opac.nekrasovka.ru/vmk/		1974		
5542				1918	5458	1
5543				1919		
5544				1974	30000	0
5545				октябре 1966	4500	1
5546					960	1
5547				1966		
5548				1968		
5549				1967		
5550				1966		
5551				1967		
5552					29000	1
5553				1969		
5554				1967		
5555				1966		
5556				1966		
5557				1935	1800	1
5558						
5559				1954	21127	1
5560				1950	5358	0
5561				1951	17281	0
5562				августе 1979	30388	1
5563				1995	10973	0
5564				1974	13209	0
5565					15472	0
5566				1952	15638	0
5567				1973	14960	1
5568					15930	0
5569					23694	0
5570				1980	20232	0
5571				мае 1979	15277	0
5572				январе 1905	46181	1
5573			0	1950		
5574					24201	1
5575					53505	1
5576				1 июль 1955	56502	1
5577					16365	1
5578				1965		
5579				1967	2776	1
5580					6220	1
5581					51281	1
5582				1966		
5583			0	1956		
5584					4200	1
5585						
5586						
5587						
5588					17000	1
5589				1977	5864	1
5590				1 августа 1968	45774	1
5591					5264	1
5592				1984	16000	1
5593					18051	1
5594				25 декабрь 1962	23289	0
5595			0		6714	1
5596				1979	21037	1
5597					27000	1
5598					17000	1
5599				1911		
5600					20515	1
5601					20134	1
5602				1970	40000	1
5603					6637	1
5604						
5605					129000	1
5606						
5607				2015	33290	1
5608					57000	1
5609					20577	1
5610				1953		
5611						
5612					14057	1
5613				10 июня 1936	40000	1
5614				1949	53000	1
5615			0		4220	1
5616				ноябре 1935		
5617				1961	7000	1
5618						
5619				1975		
5620			1	1 октября 1923		
5621						
5622				9 февраля 1970	52970	1
5623				23 марта 2007	13503	0
5624					17000	1
5625				1 августа 1975		
5626				30 октября 1960		
5627					350000	1
5628					95752	1
5629				1932	96840	0
5630						
5631				18 мая 1994		
5632				1952		
5633					130764	1
5634						
5635				7 апреля 1947		
5636				1963	14475	1
5637				24 ноября 1949	38532	1
5638					17294	0
5639						
5640						
5641						
5642						
5643				мае 1943		
5644					20000	1
5645					60000	1
5646						
5647						
5648			0	марте 1979		
5649					22389	1
5650					325000	1
5651			0	июне 1921	1100	1
5652					61381	1
5653						
5654						
5655						
5656						
5657				1 апреля 1909	28000	1
5658						
5659				20 февраля 1956	8000	1
5660					327000	1
5661						
5662				1936		
5663			0		1000000	1
5664						
5665	универсальная	opac.nekrasovka.ru/vmk/			97000	1
5666	универсальная	opac.nekrasovka.ru/vmk/		1956	39000	1
5667	универсальная	opac.nekrasovka.ru/vmk/		1967	69000	1
5668				1986	20000	1
5669				1955	33000	1
5670				1947	35000	1
5671				1941	9000	1
5672				1947	35000	1
5673					40000	1
5674				7 июня 1948	11000	1
5675				1970	24000	1
5676				августе 1969	16000	1
5677				1976	24000	1
5678				1994		
5679						
5680			0	1900	137860	1
5681	универсальная	opac.nekrasovka.ru/vmk/		1934	50000	1
5682	универсальная	opac.nekrasovka.ru/vmk/				
5683					6536	1
5684					4119	1
5685						
5686				1963	6600	1
5687						
5688						
5689					8118	1
5690				15 марта 2017		
5691						
5692						
5693					3343	1
5694						
5695					3143	1
5696				12 июня 1946		
5697					132000	1
5698			1	1926	80746	1
5699				14 января 1947		
5700			0		35443	1
5701						
5702						
5703				1962		
5704				1927		
5705				1 августа 1956		
5706			0		9000	1
5707				декабре 1988		
5708			0	1947	10000	1
5709						
5710				5 мая 1946		
5711						
5712					77000	1
5713					92593	1
5714				1944	209700	1
5715					19500	1
5716				1987		
5717				26 мая 2015		
5718				январе 1905		
5719						
5720						
5721				1954		
5722				октябре 1930	84000	1
5723	универсальная	opac.nekrasovka.ru/vmk/			145000	1
5724	универсальная	opac.nekrasovka.ru/vmk/		1940	128000	1
5725	универсальная	opac.nekrasovka.ru/vmk/			19000	1
5726	универсальная	opac.nekrasovka.ru/vmk/		1983	145000	1
5727	универсальная	opac.nekrasovka.ru/vmk/		1971	76000	1
5728				1996	23000	1
5729				1937	30000	1
5730					20000000	1
5731						
5732						
5733					27189	1
5734						
5735				марте 1994		
5736			0		15735	1
5737						
5738				1957	6682	1
5739						
5740				1977	9678	1
5741				1961	6177	1
5742					4857	1
5743				1953	9214	1
5744					27331	1
5745				17 марта 1987		
5746				1937		
5747						
5748						
5749						
5750					7000	1
5751				1974	13000	1
5752				1957		
5753				1963	7400	1
5754				1958	12000	1
5755				1930		
5756				1951		
5757				1930	9400	1
5758						
5759				1960		
5760				1932		
5761				3 декабря 1923		
5762					8000000	1
5763				1946	60000	1
5764			0			
5765				1986	5000	1
5766					5825	1
5767				1928	40000	1
5768			0		59802	1
5769				1946		
5770						
5771				1963	9000	1
5772						
5773				1974		
5774					256614	1
5775						
5776				1949	3500	1
5777						
5778						
5779				марте 1971		
5780			0		6904	1
5781				сентябрь 1953		
5782				1969		
5783					2800	1
5784				1966	12000	1
5785						
5786					65000	1
5787				1959		
5788				1958	40000	1
5789					5115	1
5790			0	1954	7526	1
5791				1947	24029	1
5792			0	1948		
5793					38300	0
5794				1949		
5795					10760	1
5796			0	1949	50	1
5797				1980		
5798				1980		
5799				1982	30000	1
5800						
5801			0	1948		
5802				1959		
5803				1975		
5804			0		3429	1
5805				декабре 2009		
5806				25 сентября 1973		
5807				1 января 1977	34000	1
5808				1975		
5809				12 августа 1954	8800	1
5810					14446	1
5811					10623	1
5812				1975	3386	1
5813				1994		
5814				1926	7062	1
5815						
5816					6102	1
5817					21121	1
5818					9571	1
5819				марте 1990	2379	1
5820				1974		
5821					7982	1
5822				1974	12849	1
5823				1956	6684	1
5824			0	1955	6752	1
5825						
5826					11805	1
5827				1965		
5828				1945		
5829					9781	1
5830			0	1945	300	1
5831				1939		
5832						
5833				29 сентября 1954	22000	1
5834				1952	4000	1
5835						
5836				1951		
5837				1948	4000	1
5838					6240	1
5839				1964	6463	1
5840					2300	1
5841						
5842				1946	87000	1
5843				1947	75000	1
5844			0			
5845					5745	1
5846				1928		
5847						
5848						
5849					10000	1
5850					6725	1
5851				1953	16583	1
5852						
5853						
5854					13000	1
5855					12800	1
5856				1963		
5857				1949	20946	1
5858					14000	1
5859					14000	1
5860				1947		
5861				1948	7769	1
5862					11000	1
5863				1949	11264	1
5864					17100	1
5865				1949	12796	1
5866						
5867						
5868				1932	12560	1
5869				1962	30630	1
5870				1 июля 1967	21000	1
5871				1986	25000	1
5872					1500	1
5873				1937	30000	1
5874			0		12000	1
5875					15500	1
5876						
5877					9081	1
5878						
5879					81347	1
5880				1923	10219	1
5881				1968	6627	1
5882				1951	24000	1
5883					9079	1
5884						
5885				18 апреля 1946	3475	1
5886					5500	1
5887				1919	47051	1
5888				1972		
5889				1945	80000	1
5890				1940	5000	0
5891						
5892				1939		
5893					7816	1
5894					7618	1
5895						
5896						
5897				декабре 1961	18000	1
5898				1 июня 2006		
5899			0	1942		
5900					16119	1
5901				1958	5000	1
5902					8051	1
5903						
5904					29000	1
5905						
5906						
5907					3949	1
5908					965	1
5909						
5910			0	1948	10000	1
5911				1992	35463	1
5912					20000	0
5913					28000	1
5914				сентябре 1967	40000	1
5915						
5916						
5917				1963		
5918				1953	4000	1
5919				1960	13954	1
5920				1933	14334	1
5921				1960	14443	1
5922	универсальная	opac.nekrasovka.ru/vmk/			7000	1
5923	универсальная	opac.nekrasovka.ru/vmk/		1965	17000	1
5924						
5925						
5926				1957	7000	0
5927				мае 1920		
5928				1962		
5929				12 сентябрь 1924		
5930				2011	50000	1
5931				1954	25600	1
5932						
5933				2011		
5934						
5935				21 октября 1987	16000	1
5936			0	20 сентября 1954		
5937						
5938						
5939						
5940					10000	1
5941						
5942						
5943				1959	30000	1
5944						
5945			0	14 марта 1917	95000	1
5946					566000	1
5947						
5948						
5949						
5950						
5951					35000	1
5952						
5953						
5954						
5955						
5956						
5957						
5958						
5959						
5960					390000	1
5961				1957	33000	1
5962					15000	1
5963				1959		
5964					150000	1
5965	универсальная	opac.nekrasovka.ru/vmk/				
5966	универсальная	opac.nekrasovka.ru/vmk/			40000	1
5967				1975	185000	1
5968					51930	1
5969				17 сентября 1991	24000	1
5970				1991		
5971						
5972						
5973						
5974	универсальная	opac.nekrasovka.ru/vmk/		1918		
5975	универсальная	opac.nekrasovka.ru/vmk/			18879	1
5976	универсальная	opac.nekrasovka.ru/vmk/		1965	48401	0
5977						
5978				1995	28000	1
5979						
5980	универсальная	opac.nekrasovka.ru/vmk/				
5981				апреле 1985	25000	1
5982						
5983						
5984					8656	1
5985						
5986					65000	1
5987				15 сентября 1975	16000	1
5988						
5989				10 мая 1960	1000	1
5990						
5991						
5992			0	1930	5000	1
5993					8166	1
5994				1950		
5995				1950		
5996					4961	1
5997					26000	0
5998				12 апреля 1974		
5999						
6000						
6001				1964	15000	1
6002						
6003				октябре 1977		
6004					14727	1
6005					278000	1
6006				1902		
6007					3737	1
6008				1936		
6009				1992	80156	1
6010				1991	3000	1
6011						
6012						
6013					96490	1
6014				21 декабря 1958	7646	1
6015					9011	1
6016					13745	1
6017					31000	1
6018				1960		
6019						
6020					14718	1
6021					35980	0
6022				1931		
6023				15 февраль 1951		
6024					29437	1
6025				1923	20606	1
6026				1958	21000	1
6027				1 августа 1972	20577	1
6028						
6029					11625	1
6030					23000	1
6031					29517	1
6032			0			
6033				1965	20166	0
6034						
6035				1947	29000	1
6036					265000	0
6037				1947	90000	1
6038				сентябре 1969	11000	1
6039					17000	1
6040				1945	52000	1
6041			0			
6042				1953	25728	1
6043						
6044			1	декабре 1920		
6045						
6046						
6047			0	1921	45370	1
6048					17000	1
6049				2006		
6050					24000	0
6051				августе 1977		
6052				марте 1992		
6053					6300	1
6054				1 августа 1951	47202	1
6055						
6056				17 февраля 1972		
6057				1943		
6058					6113	1
6059			0	2001	11265	1
6060			0		8374	1
6061				1947	26682	1
6062						
6063				1955	10000	1
6064					21000	1
6065						
6066				1962		
6067				23 мая 2003		
6068						
6069					19000	1
6070						
6071				1955		
6072			0			
6073				1947	17476	1
6074				1952	4405	1
6075					15128	1
6076				1935	10446	1
6077						
6078					7668	1
6079			0			
6080				1967		
6081						
6082						
6083					24500	1
6084				1 февраля 2008	1000	1
6085			0		14879	1
6086				1978		
6087				сентябре 1967	50000	0
6088						
6089						
6090						
6091				1963	12000	1
6092					28539	1
6093				1975	15295	1
6094				1975	10722	1
6095				1963		
6096				1963	8176	1
6097				1948	24342	1
6098					19461	1
6099						
6100				1990	11964	1
6101				декабре 1961	16175	1
6102			0		40431	1
6103					30775	1
6104				1966	37408	1
6105					9153	1
6106				1997	2500	1
6107				марте 1966	6000	1
6108					11448	1
6109						
6110				2002	3290	1
6111					84113	1
6112				21 сентября 1951	154	1
6113					221000	1
6114						
6115					14000	1
6116					4950	1
6117					6321	1
6118				2 января 1974	14227	1
6119					19000	1
6120						
6121					71000	1
6122						
6123						
6124					35000	1
6125						
6126					5000	1
6127						
6128				19 сентября 1953		
6129				1 июля 1986		
6130				1935	56000	1
6131						
6132					5635	1
6133						
6134				1914	43911	1
6135				1972		
6136				мае 1980		
6137						
6138					43186	1
6139					250	0
6140				23 июля 1951	16985	0
6141					9461	0
6142				1961	36424	0
6143						
6144				1981	18576	1
6145	универсальная	opac.nekrasovka.ru/vmk/			4557	1
6146				ноябре 1987		
6147						
6148						
6149				18 апреля 1944		
6150				мае 1978		
6151					145000	1
6152				28 июля 1972		
6153				1985		
6154				декабре 1988		
6155						
6156				1922	66948	1
6157						
6158				5 июня 1982		
6159						
6160					89600	1
6161				1948		
6162					78000	1
6163					73621	1
6164						
6165						
6166						
6167						
6168						
6169					28882	1
6170						
6171					43700	1
6172				1938		
6173				1919	91000	1
6174						
6175	универсальная	opac.nekrasovka.ru/vmk/		2004	12000	1
6176				августе 1944		
6177	универсальная	opac.nekrasovka.ru/vmk/		2009	178826	1
6178	универсальная	opac.nekrasovka.ru/vmk/			11298	1
6179	универсальная	opac.nekrasovka.ru/vmk/			11288	1
6180	универсальная	opac.nekrasovka.ru/vmk/		1955	9715	0
6181	универсальная	opac.nekrasovka.ru/vmk/		1949	12666	0
6182	универсальная	opac.nekrasovka.ru/vmk/		1938	16465	0
6183	универсальная	opac.nekrasovka.ru/vmk/			11495	0
6184	универсальная	opac.nekrasovka.ru/vmk/	0	1928	13526	0
6185	универсальная	opac.nekrasovka.ru/vmk/		1955	6239	0
6186	универсальная	opac.nekrasovka.ru/vmk/			47676	0
6187	универсальная	opac.nekrasovka.ru/vmk/			15107	1
6188	универсальная	opac.nekrasovka.ru/vmk/		1966		
6189	универсальная	opac.nekrasovka.ru/vmk/			38000	1
6190	универсальная	opac.nekrasovka.ru/vmk/		1979	20000	1
6191	универсальная	opac.nekrasovka.ru/vmk/		1966	39000	1
6192	универсальная	opac.nekrasovka.ru/vmk/			60000	1
6193	универсальная	opac.nekrasovka.ru/vmk/			12890	0
6194	универсальная	opac.nekrasovka.ru/vmk/		2001	7290	0
6195	универсальная	opac.nekrasovka.ru/vmk/		апреле 1951		
6196	универсальная	opac.nekrasovka.ru/vmk/				
6197	универсальная	opac.nekrasovka.ru/vmk/			135000	1
6198					31865	1
6199			0	1947	6175	0
6200					143455	0
6201					31095	1
6202					8524	1
6203				1938	14200	1
6204					10098	1
6205				1949	20414	1
6206					40000	1
6207					10000	0
6208				марте 1949	35500	1
6209				1957	8347	1
6210				1961	17000	1
6211				1960	20798	1
6212			0	1914	15000	1
6213				02 июня 1974	3962	1
6214						
6215						
6216				1936	5000	1
6217				1938	1500	1
6218					3466	1
6219				1968		
6220						
6221						
6222				1948	9000	1
6223						
6224					45000	1
6225					2737	1
6226				1980	16593	1
6227				22 июля 1952	2500	1
6228				1946		
6229				1957		
6230						
6231						
6232				1 августа 1961	4639	1
6233				1994		
6234					2766	1
6235			0			
6236			0	1963	6901	1
6237					40000	1
6238						
6239				1958		
6240				1980		
6241				1951	9931	1
6242				1948	13000	1
6243			0	1930		
6244			0			
6245					60407	1
6246						
6247					9309	1
6248						
6249					3220	1
6250				1956	13000	1
6251					7000	1
6252						
6253						
6254				1974		
6255						
6256					26481	1
6257				2002	4000	1
6258				12 мая 1973	36000	1
6259						
6260				1969	10821	1
6261					4766	1
6262				1962		
6263					9044	0
6264					11165	0
6265			0		15322	1
6266				1962		
6267				1953		
6268				1939		
6269						
6270					8000	1
6271				1966	9500	1
6272						
6273					42426	0
6274				1950		
6275						
6276				1911		
6277						
6278				1983	9798	1
6279					39000	1
6280				1966		
6281				2001	10093	1
6282				1970		
6283				2012	11567	1
6284					6920	0
6285						
6286					8756	0
6287				1962		
6288						
6289					57000	1
6290					23806	1
6291					8000	1
6292						
6293			0		30000	1
6294					12864	0
6295				1920		
6296			0		6466	1
6297				1948		
6298				1958		
6299					12915	1
6300				1 декабря 1972	26041	1
6301	универсальная	opac.nekrasovka.ru/vmk/				
6302					42753	1
6303					43000	1
6304					845	1
6305				июле 1919	59214	1
6306					29619	1
6307	универсальная	opac.nekrasovka.ru/vmk/			24880	1
6308				1970		
6309					18256	1
6310				октябре 1951	35653	1
6311				1954	9200	1
6312						
6313					12642	1
6314				сентябре 1969	8881	1
6315					4392	1
6316					15280	1
6317					11679	1
6318					6706	1
6319					10082	1
6320					9745	1
6321					10781	1
6322					12634	1
6323					15430	1
6324				20 ноября 1954	14940	1
6325				1977	44000	1
6326						
6327					22710	1
6328					25380	0
6329					33133	1
6330					15024	1
6331				августе 1970	23304	0
6332					29398	1
6333				1967	17214	0
6334				1963	36125	0
6335						
6336	универсальная	opac.nekrasovka.ru/vmk/			4304	0
6337				1953	28307	1
6338						
6339				1994	55000	1
6340					86108	1
6341	универсальная	opac.nekrasovka.ru/vmk/			11000	1
6342					70000	1
6343						
6344				1972	17101	1
6345				1963		
6346						
6347						
6348				15 марта 1937	31473	1
6349					20000	0
6350					54075	1
6351				1970		
6352				1922	220000	1
6353						
6354						
6355				1946		
6356				1934	54000	1
6357	универсальная	opac.nekrasovka.ru/vmk/	0			
6358	универсальная	opac.nekrasovka.ru/vmk/		1930	8274	0
6359	универсальная	opac.nekrasovka.ru/vmk/		1967	7547	0
6360	универсальная	opac.nekrasovka.ru/vmk/		1955	7909	0
6361	универсальная	opac.nekrasovka.ru/vmk/		1953	11031	0
6362	универсальная	opac.nekrasovka.ru/vmk/	0	1949	5075	0
6363	универсальная	opac.nekrasovka.ru/vmk/		1942	10465	1
6364	универсальная	opac.nekrasovka.ru/vmk/		1986	8495	0
6365	универсальная	opac.nekrasovka.ru/vmk/		1943	7962	0
6366	универсальная	opac.nekrasovka.ru/vmk/		1985	9127	0
6367	универсальная	opac.nekrasovka.ru/vmk/		1959	9143	0
6368	универсальная	opac.nekrasovka.ru/vmk/			4656	0
6369	универсальная	opac.nekrasovka.ru/vmk/		1923	74069	0
6370	универсальная	opac.nekrasovka.ru/vmk/				
6371			0			
6372						
6373					87000	0
6374					2314	1
6375						
6376				1994	3000	1
6377						
6378					20000	1
6379				1947		
6380				1963	5749	1
6381				2010		
6382						
6383				1946	27000	0
6384					5269	1
6385			1		14195	1
6386					4350	1
6387				1998	9193	1
6388			0		7685	1
6389			0	1926	8000	1
6390				августе 1980		
6391			0	15 мая 1955	2778	1
6392				1964	3300	1
6393				1964	5000	1
6394				18 сентября 2014		
6395						
6396						
6397						
6398					19889	1
6399					104000	1
6400						
6401					9184	1
6402				2006		
6403					5234	1
6404				августе 1939	234647	1
6405						
6406				1946	8845	1
6407				1974		
6408					31000	1
6409				1973		
6410					22665	1
6411				1979		
6412					8967	1
6413				1968		
6414				1971		
6415					3000	1
6416					17715	1
6417					9000	1
6418						
6419						
6420						
6421				1969		
6422				1949		
6423			0		6902	1
6424				1949		
6425						
6426			0			
6427						
6428			0	1931	6000	1
6429						
6430					3851	1
6431			1	1918		
6432					4200	1
6433					4632	1
6434						
6435				1967	7238	1
6436				1908	7128	1
6437					14000000	1
6438					26000	1
6439					20000000	1
6440				1952	3500	1
6441						
6442					9000000	1
6443					11000000	1
6444				1953	10373	0
6445					20000	1
6446			0	1921	6220	1
6447				1945		
6448	универсальная	opac.nekrasovka.ru/vmk/			3053	1
6449					24000000	1
6450					15000000	1
6451					12510	1
6452				1965		
6453				1946		
6454				1902		
6455			0			
6456				1955		
6457				1935	10452	1
6458						
6459					2510	1
6460			0	1944	4000	1
6461					192591	1
6462						
6463					17076	1
6464				1977		
6465			0	1928	11455	1
6466				1952		
6467				1947		
6468						
