	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
6469				1911		
6470				1954		
6471					45000	1
6472				1964	5006	1
6473				1 марта 1994	35000	1
6474					4500000	1
6475			0	1923	6845	1
6476			0	1937		
6477				1952		
6478				1903	7632	1
6479					7100	1
6480			0		12100	1
6481						
6482				1953	19000	1
6483						
6484						
6485				июле 1955		
6486					9813	0
6487					5822	1
6488				1962	10000	1
6489						
6490					6012	1
6491						
6492						
6493						
6494				1940	16186	1
6495				1904	5992	1
6496					2705	1
6497					3006	1
6498					2344	1
6499					14942	1
6500						
6501				14 октября 1986	23000	1
6502				16 августа 1965	80	1
6503	универсальная	opac.nekrasovka.ru/vmk/			7500	1
6504					42442	1
6505				1962	4130	1
6506				1955		
6507				12 апреля 1962	15000	1
6508					834	1
6509				1949	15000	1
6510					43000000	1
6511					27000	0
6512					52000	1
6513					503292	1
6514					7	0
6515					5507	1
6516						
6517						
6518					9686	1
6519					67597	1
6520				1934	23205	1
6521					189985	1
6522						
6523						
6524						
6525						
6526						
6527					134511	1
6528					24000000	1
6529				5 сентября 1997		
6530				1957	26374	1
6531						
6532	универсальная	opac.nekrasovka.ru/vmk/	0	1935		
6533	универсальная	opac.nekrasovka.ru/vmk/	0	14 сентября 1902	14350	1
6534	универсальная	opac.nekrasovka.ru/vmk/				
6535	универсальная	opac.nekrasovka.ru/vmk/	0	13 ноября 1950		
6536	универсальная	opac.nekrasovka.ru/vmk/			6414	1
6537	универсальная	opac.nekrasovka.ru/vmk/				
6538						
6539						
6540						
6541				1964		
6542						
6543						
6544					32000	1
6545						
6546				1931	62000	1
6547				августе 1942		
6548				1944	7430	1
6549					30383	1
6550					9094	1
6551					13555	1
6552					21069	1
6553			0		8588	1
6554				1974	4463	1
6555					45000	1
6556				1 марта 1966		
6557						
6558			0	1929	9921	1
6559						
6560					59147	0
6561						
6562				1968	14905	1
6563						
6564				24 марта 1949	13962	1
6565				октябре 1958	12636	1
6566						
6567				28 декабря 2015	34535	1
6568					11255	1
6569				1930	20000	1
6570					17639	1
6571				15 августа 1969	4654	1
6572				1 мая 1952	8896	1
6573				2 сентября 2013	10925	1
6574					5414	1
6575			0		29424	1
6576				25 октября 1945	23478	1
6577			0			
6578					111000	1
6579					22000	1
6580						
6581						
6582				2014		
6583					9240	1
6584				1958	15656	0
6585				1987		
6586					9982	1
6587						
6588						
6589					8700	1
6590						
6591				1943	5000	1
6592			0	1944	67112	1
6593						
6594				20 июня 1946	47000	1
6595					79000	1
6596				1946		
6597				1926	19000	1
6598					8185	0
6599					5788	1
6600				1968	26659	1
6601				1963	19750	1
6602				1947		
6603					6000	1
6604				1948		
6605				1951		
6606					83000	1
6607				15 сентября 1960		
6608					18000	1
6609				1962	19017	1
6610			0		10938	1
6611					5400	1
6612				1977	18045	1
6613					20230	1
6614				1949		
6615					29391	1
6616					7188	1
6617				1956		
6618						
6619				1948		
6620				1982	21294	1
6621					13295	1
6622					33338	1
6623						
6624					8685	0
6625				23 августа 2003	180000	1
6626				16 марта 2017	18803	0
6627						
6628					16000	1
6629				1960	33000	1
6630						
6631				1974	26890	1
6632					85000	1
6633				1984		
6634				2 сентября 1935		
6635				1936		
6636					21200	1
6637						
6638				22 декабря 1911	6638	1
6639				1935	14149	0
6640						
6641						
6642				1954	29000	1
6643						
6644	универсальная	opac.nekrasovka.ru/vmk/				
6645					19000	1
6646					40000	1
6647					142816	1
6648					14136	1
6649					12789	1
6650					24062	1
6651					10666	1
6652				1969	32286	1
6653					9000	1
6654				5 сентября 1974	11700	1
6655			0	1971	6638	1
6656					6723	1
6657					55000	1
6658						
6659						
6660				1958	19000	1
6661			0			
6662					620000	1
6663				1936	25870	1
6664					4313	1
6665					6933	1
6666				1981	12000	1
6667					4106	1
6668					28780	0
6669				1972	4434	1
6670			0	1922	25000	1
6671						
6672				1990	41000	1
6673						
6674						
6675					4758	1
6676				1958	631	1
6677					791	1
6678				2002	2933	1
6679				15 сентября 1951	70000	1
6680					81500	1
6681				1967	62000	1
6682				1928	100000	1
6683					13000	1
6684					3706	1
6685				1951		
6686						
6687					6354	0
6688					13459	1
6689						
6690				1 февраль 1941	327815	1
6691				1966	3274	1
6692			0		5439	0
6693				14 марта 1971	70580	1
6694			0		12889	1
6695						
6696						
6697					4000	0
6698					43000	1
6699						
6700				1936	2273	1
6701						
6702				1952	6697	1
6703				1952	5614	1
6704				1946	6575	1
6705				1942	4088	1
6706					21000	1
6707						
6708				1917		
6709				1966	64358	0
6710					5173	1
6711					43000	1
6712					6500	1
6713					23792	1
6714				ноябре 1953	5749	1
6715						
6716						
6717				1969	9869	1
6718				1974	18168	1
6719				1990	16390	1
6720				1975	28208	1
6721					6963	1
6722				1983	16631	1
6723				1938	130000	1
6724			0			
6725					9338	1
6726						
6727						
6728						
6729						
6730					8574	1
6731				1937	7100	1
6732				1949	15911	0
6733			0		12000	1
6734				1921		
6735						
6736						
6737					15152	1
6738						
6739					20000	1
6740				1951		
6741			0	1953	12079	0
6742				1957	9056	1
6743						
6744				1951	14423	1
6745			0	16 сентября 1907		
6746				1954		
6747				1956	65000	1
6748				1975	8000	1
6749				1949		
6750				1951		
6751					8681	1
6752					10000	1
6753				1934	30000	1
6754					16000	1
6755						
6756					232000	1
6757			0			
6758				1917	209574	1
6759				1910	16000	0
6760					6266	1
6761					16000	0
6762					47000	0
6763						
6764					100000	1
6765					6500	1
6766						
6767				5 октября 1970		
6768						
6769						
6770				1938	18798	1
6771				2015		
6772					13001	1
6773			0	1919	76375	1
6774					65000	1
6775					47973	1
6776					65000	1
6777			0		7511	1
6778			0		6829	1
6779						
6780						
6781						
6782			0	1 сентября 1920		
6783						
6784				январе 1919		
6785						
6786			0	1930	7350	1
6787			1	1920	11213	1
6788					36000	1
6789				1921	75586	0
6790				1924	65000	1
6791	универсальная	opac.nekrasovka.ru/vmk/		1907		
6792	универсальная	opac.nekrasovka.ru/vmk/				
6793				1955	40999	1
6794						
6795						
6796					5000	1
6797					26000	1
6798						
6799						
6800					11000	0
6801				1967	28000	0
6802				1967	17000	0
6803					19000	0
6804				1921	35000	0
6805					14000	0
6806					100000	1
6807				сентябре 1973	47000	0
6808				25 октябрь 1966	17000	0
6809					2000	1
6810						
6811				1930	18000	1
6812						
6813	универсальная	opac.nekrasovka.ru/vmk/		1922		
6814	универсальная	opac.nekrasovka.ru/vmk/		1938		
6815	универсальная	opac.nekrasovka.ru/vmk/				
6816	универсальная	opac.nekrasovka.ru/vmk/		1937		
6817	универсальная	opac.nekrasovka.ru/vmk/				
6818	универсальная	opac.nekrasovka.ru/vmk/		1955		
6819	универсальная	opac.nekrasovka.ru/vmk/		1913		
6820	универсальная	opac.nekrasovka.ru/vmk/				
6821	универсальная	opac.nekrasovka.ru/vmk/		1914		
6822				1921	500000	0
6823						
6824					8036	1
6825				1946		
6826	универсальная	opac.nekrasovka.ru/vmk/			60000	1
6827	универсальная	opac.nekrasovka.ru/vmk/			14570	1
6828	универсальная	opac.nekrasovka.ru/vmk/	0		80000	1
6829	универсальная	opac.nekrasovka.ru/vmk/		2001	12655	0
6830					6351	0
6831					6180	1
6832					4821	0
6833				1965	12487	0
6834					17000	1
6835				1 августа 1950	9722	1
6836					12218	1
6837				1954		
6838				1970	14000	1
6839			0	1903		
6840				январе 1950	1000	1
6841					2018	0
6842				1959	14000	1
6843				октябре 1971	1000	1
6844				1 июля 1987		
6845				20 мая 1948		
6846				1930	35000	1
6847					31740	1
6848				1953	6259	1
6849				28 июля 1950	3803	1
6850			0	2 октября 1908		
6851					6827	1
6852				1982	23016	1
6853				1973		
6854					25259	1
6855				4 июня 1954		
6856					11000	1
6857	универсальная	opac.nekrasovka.ru/vmk/	0			
6858				1971	18000	1
6859					1865	1
6860					15000	1
6861					32205	1
6862				1962		
6863						
6864						
6865					10000	1
6866					11000	1
6867					11000	1
6868					11000	1
6869					25000	1
6870				1960	9505	1
6871	универсальная	opac.nekrasovka.ru/vmk/			186000	1
6872	универсальная	opac.nekrasovka.ru/vmk/			12000	1
6873	универсальная	opac.nekrasovka.ru/vmk/			10000	1
6874	универсальная	opac.nekrasovka.ru/vmk/			65000	1
6875	универсальная	opac.nekrasovka.ru/vmk/			23460	1
6876				ноябрь 1917	24215	1
6877				августе 1953		
6878					2285	1
6879					3965	1
6880					34128	1
6881					3267	1
6882					1841	1
6883						
6884					2885	1
6885					3142	1
6886					12148	1
6887					1819	1
6888					2183	1
6889					2000	1
6890					5331	1
6891				1968		
6892				1954	14331	1
6893					65000	1
6894			0	1979	12014	1
6895				1959	6765	1
6896						
6897				1932	17394	1
6898				1985		
6899						
6900					26000	1
6901				1968		
6902				1960	5079	1
6903				1984	3609	1
6904						
6905					31840	1
6906						
6907					5380000	0
6908					3799	1
6909				1990	20000	1
6910			0		7500	1
6911				1952	8500	1
6912						
6913				1965	3000	1
6914	универсальная	opac.nekrasovka.ru/vmk/				
6915				1953	10890	1
6916				августе 1953		
6917				1 марта 1960		
6918					32000	1
6919				сентябре 1946	13828	1
6920				октябре 1953	3364	0
6921				1956	18411	1
6922				1976	37237	1
6923					12265	1
6924				26 августа 1944	211392	1
6925				1958		
6926					36263	1
6927					25000	1
6928				1954	23848	1
6929						
6930				1970		
6931				2009	8000	1
6932				1937		
6933						
6934				1950	14940	1
6935						
6936					11600	1
6937					51898	1
6938				1957		
6939				1967		
6940				1910	14350	1
6941						
6942					111736	1
6943				1932		
6944				январе 1903		
6945						
6946						
6947				июле 1967	200000	1
6948					32000	1
6949	универсальная	opac.nekrasovka.ru/vmk/		1979	10300	1
6950				1947	34614	1
6951			0	июле 1929	74000	1
6952				1979	11335	1
6953					39328000	1
6954			0			
6955				1968		
6956						
6957			0			
6958					40000	1
6959				1936	130000	1
6960	универсальная	opac.nekrasovka.ru/vmk/			216000	1
6961	универсальная	opac.nekrasovka.ru/vmk/				
6962	универсальная	opac.nekrasovka.ru/vmk/				
6963				апреле 1951	4289	1
6964				28 сентября 1970	102000	1
6965					216000	1
6966						
6967						
6968	универсальная	opac.nekrasovka.ru/vmk/		1922		
6969	универсальная	opac.nekrasovka.ru/vmk/				
6970						
6971	универсальная	opac.nekrasovka.ru/vmk/		1951	87300	1
6972	универсальная	opac.nekrasovka.ru/vmk/		2009		
6973	универсальная	opac.nekrasovka.ru/vmk/		1973		
6974	универсальная	opac.nekrasovka.ru/vmk/		1928		
6975	универсальная	opac.nekrasovka.ru/vmk/				
6976	универсальная	opac.nekrasovka.ru/vmk/				
6977	универсальная	opac.nekrasovka.ru/vmk/				
6978	универсальная	opac.nekrasovka.ru/vmk/				
6979	универсальная	opac.nekrasovka.ru/vmk/		1921		
6980	универсальная	opac.nekrasovka.ru/vmk/				
6981	универсальная	opac.nekrasovka.ru/vmk/		1948		
6982	универсальная	opac.nekrasovka.ru/vmk/		1909		
6983	универсальная	opac.nekrasovka.ru/vmk/		1932		
6984	универсальная	opac.nekrasovka.ru/vmk/		1919		
6985	универсальная	opac.nekrasovka.ru/vmk/		1950		
6986	универсальная	opac.nekrasovka.ru/vmk/		1910		
6987	универсальная	opac.nekrasovka.ru/vmk/				
6988	универсальная	opac.nekrasovka.ru/vmk/				
6989	универсальная	opac.nekrasovka.ru/vmk/				
6990	универсальная	opac.nekrasovka.ru/vmk/		1939		
6991			0		7309	1
6992	универсальная	opac.nekrasovka.ru/vmk/			216000	1
6993				ноябре 1952	45000	1
6994	универсальная	opac.nekrasovka.ru/vmk/			14000	1
6995	универсальная	opac.nekrasovka.ru/vmk/			9904	1
6996	универсальная	opac.nekrasovka.ru/vmk/		1968	9453	0
6997	универсальная	opac.nekrasovka.ru/vmk/		1967	10000	1
6998	универсальная	opac.nekrasovka.ru/vmk/				
6999						
7000					74013	1
7001				1962	9210	1
7002						
7003				1981	17857	1
7004			0			
7005					12000	1
7006			0			
7007						
7008				1938		
7009			0	1937		
7010				феврале 1972	10000	1
7011				1970	13000	1
7012					36751	1
7013					2966	1
7014					7500	1
7015				1957	4600	1
7016					9000	1
7017				1966	12500	1
7018				1955	15500	1
7019				1935		
7020				1935		
7021				1933		
7022					2017	0
7023					21587	1
7024					17356	1
7025				июль 1972	31068	1
7026				1973		
7027				1961		
7028				5 апреля 1906		
7029						
7030				1942	9000	1
7031				1904	43521	1
7032			0		71132	1
7033				1946	43605	1
7034						
7035				1978	4000	1
7036				1953	9200	1
7037					5112	0
7038				1972	5039	0
7039				1953		
7040				1953	4924	1
7041				1952	7761	0
7042				1918	55000	1
7043				1956	58000	1
7044						
7045				1953	14151	1
7046				1954		
7047			0	1965	6805	0
7048					8000	1
7049			0	1940		
7050				1960		
7051				1937		
7052				1924	4000	1
7053				25 ноября 1919	50000	1
7054				1937		
7055				29 декабря 1902	5000	1
7056				13 декабря 1952		
7057						
7058				1973	5232	1
7059				1969	14410	1
7060				1956	14873	1
7061				1971	14801	1
7062					5094	1
7063			0	1948		
7064					16000	1
7065					50000	0
7066				1946		
7067					4963	1
7068						
7069					4497	1
7070						
7071					56000	1
7072			0		29876	1
7073					20306	1
7074						
7075			0	июне 1923	16949	1
7076			0			
7077				1950	18014	1
7078					165000	1
7079				1944	5345	1
7080			0	1923	15249	1
7081				1963	8713	1
7082				1935	11941	1
7083					7774	1
7084			0		16822	1
7085						
7086					2763	1
7087					33000	1
7088						
7089					9342	1
7090					8711	1
7091				12 июня 1963		
7092					5684	1
7093				1970	14000	1
7094					4713	1
7095					5206	1
7096					6885	1
7097					8579	1
7098					5282	1
7099					6858	1
7100					7415	1
7101					6357	1
7102					5546	1
7103					6058	1
7104					4862	1
7105					4596	1
7106					6479	1
7107					7666	1
7108					5682	1
7109			0	1966		
7110						
7111						
7112				16 ноября 1982	67853	1
7113				1947	47018	1
7114				19 мая 1946	6000	1
7115			0		5000	1
7116					613000	1
7117					50000	1
7118				февраля 1967	234000	1
7119						
7120	универсальная	opac.nekrasovka.ru/vmk/		1970	63100	1
7121						
7122						
7123					34000	1
7124						
7125						
7126						
7127						
7128					398803	1
7129						
7130					43141	1
7131	универсальная	opac.nekrasovka.ru/vmk/		1966		
7132	универсальная	opac.nekrasovka.ru/vmk/		1966		
7133	универсальная	opac.nekrasovka.ru/vmk/		1974	89700	1
7134	универсальная	opac.nekrasovka.ru/vmk/				
7135	универсальная	opac.nekrasovka.ru/vmk/		1954		
7136	универсальная	opac.nekrasovka.ru/vmk/			77400	1
7137	универсальная	opac.nekrasovka.ru/vmk/		1968	57300	1
7138	универсальная	opac.nekrasovka.ru/vmk/			33740	1
7139	универсальная	opac.nekrasovka.ru/vmk/			39630	1
